Nom de la gare;Code UIC complet;Code postal;Segmentation DRG 2018;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015
Lorraine TGV;87142109;57420;a;583523;972539;683277;1138795;616699;1027831.66667;647339;1078899
Lourdes;87671339;65100;a;375349;469187;426612;533266;406686;508357.53987;418492;523115
Lunel;87773408;34400;b;629093;786366;794211;992764;779273;974091.683665;773282;966603
Lunel-Viel;87773424;34400;c;4499;4499;6012;6012;7438;7438.847892;9316;9316
Lutterbach;87182667;68460;c;45475;45475;47464;47464;51734;51734.911124;65370;65370
Lutzelbourg;87215160;57820;c;68739;68739;62679;62679;57524;57524.569084;59662;59662
Luxé;87583823;16230;c;21635;21635;27468;27468;24996;24996.80784;22633;22633
Lyon Gorge de Loup;87721175;69009;b;646409;808011;669745;837181;567666;709583.587223;519710;649637
Lyon Saint-Exupéry TGV;87762906;69125;a;1781211;2226514;1490050;1862562;1245992;1557490.625;1241650;1552063
Magnette;87641365;3260;c;4108;4108;4979;4979;4824;4824.055546;2356;2356
Maillé;87575068;37800;c;20413;20413;20861;20861;19398;19398.655008;19791;19791
Maisons-Laffitte;87386425;78600;b;8358173;8358173;8149225;8149225;7842005;7842005.6519;7549498;7549498
Malesherbes;87684415;45330;c;476246;476246;485020;485020;480531;480531.509123;476343;476343
Manosque - Gréoux-les-Bains;87751321;4100;c;110502;110502;137799;137799;126035;126035.706368;131216;131216
Mantes Station;87381590;78200;b;902438;902438;925460;925460;922332;922332.24;930645;930645
Marbache;87141796;54820;c;17978;17978;15930;15930;14137;14137.402336;16503;16503
Marignac - Saint-Béat;87611194;31440;c;1606;1606;2728;2728;3911;3911.012904;4007;4007
Marmagne;87576132;18500;c;5714;5714;6942;6942;7274;7274.467072;6778;6778
Marolles-en-Hurepoix;87545186;91630;b;1407453;1407453;1389667;1389667;1352426;1352426.69463;1295880;1295880
Marquette;87287169;59252;c;121;121;13;13;14;14.0;6;6
Marseille Blancarde;87751081;13004;b;424347;530434;436131;545163;380068;475085.442571;319669;399587
Marseille-en-Beauvaisis;87313726;60860;c;30307;30307;34135;34135;34684;34684.30888;34494;34494
Martigny-les-Bains;87144295;88320;c;10896;10896;11297;11297;11700;11700.699978;13316;13316
Martres-Tolosane;87611087;31220;c;18094;18094;22694;22694;24474;24474.662706;24089;24089
Massy - Palaiseau;87393579;91300;b;4512073;4512073;4592605;4592605;4567441;4567441.60486;4517527;4517527
Maurecourt;87381483;78570;b;542109;542109;570796;570796;575732;575732.46;563826;563826
Maurs;87645168;15400;c;11296;11296;12471;12471;11859;11859.585704;12099;12099
Mauzac;87584466;24150;c;391;391;947;947;1095;1095.3;1639;1639
Mauzé;87485250;79210;c;67241;67241;58614;58614;51344;51344.793148;52534;52534
Mazamet;87615542;81200;c;48875;48875;61909;61909;58346;58346.672466;60454;60454
Melun;87682005;77000;b;13629986;13629986;13496514;13496514;13195650;13195650.7622;12762396;12762396
Menars;87574244;41500;c;317;317;119;119;100;100.0;131;131
Ménil Flin;87141390;54200;c;1567;1567;2643;2643;2072;2072.63737;2019;2019
Mennessis;87296434;2700;c;8141;8141;8656;8656;8732;8732.507952;10404;10404
Menton;87756486;6500;b;1704152;2130190;1846053;2307566;1612481;2015602.34433;1573073;1966341
Mer;87574194;41500;b;213117;266397;218668;273336;211373;264216.429255;225926;282408
Mérenvielle;87611814;31530;c;61334;61334;73088;73088;63399;63399.895844;54960;54960
Mériel;87276675;95630;b;378755;378755;369878;369878;351309;351309.178525;338921;338921
Messein;87141499;54850;c;15265;15265;13950;13950;13975;13975.342794;14539;14539
Metz Nord;87192070;57000;c;30706;30706;30222;30222;24439;24439.699186;17291;17291
Metz Ville;87192039;57000;a;7035904;10196963;7327159;10619071;6999919;10144811.5929;7121214;10320600
Meuse TGV;87147322;55220;a;239313;299141;245250;306562;215538;269422.5;202506;253133
Meymac;87594275;19250;c;17328;17328;18350;18350;18281;18281.673678;21825;21825
Mézériat;87725838;1660;c;41173;41173;42703;42703;39153;39153.675876;43827;43827
Mézidon - Canon;87444208;14270;b;273594;341993;309501;386876;310601;388251.32057;318023;397529
Milhac-d'Auberoche;87595538;24330;c;739;739;1010;1010;678;678.999996;209;209
Millau;87783001;12100;c;50825;50825;70869;70869;71789;71789.026632;80605;80605
Mionnay;87723726;1390;c;90023;90023;96332;96332;101028;101028.81151;100975;100975
Miraumont;87342030;80300;c;19214;19214;19506;19506;17402;17402.71422;17180;17180
Mirecourt;87144212;88500;b;119366;149208;136908;171136;151786;189732.970925;153531;191914
Modane;87742007;73500;b;205051;256314;214537;268171;194357;242946.304078;195519;244399
Mohon;87172155;8000;c;12387;12387;17574;17574;13664;13664.883802;17313;17313
Moirans la Galifette;87747691;38430;c;163353;163353;143683;143683;110020;110020.475766;109829;109829
Monestier-de-Clermont;87747592;38650;c;23908;23908;31707;31707;29181;29181.156566;29440;29440
Monnaie;87574681;37380;c;32319;32319;31161;31161;29767;29767.439112;28395;28395
Montaigut;87597674;23320;c;1277;1277;1462;1462;1515;1515.652258;1376;1376
Montataire;87276618;60160;c;32123;32123;33684;33684;32742;32742.864332;26930;26930
Montbazon;87571406;37250;c;9948;9948;9619;9619;11089;11089.817262;12330;12330
Montchanin;87694307;71210;c;69086;69086;85623;85623;93253;93253.01525;100200;100200
Montélimar;87764001;26200;a;811493;1014367;923921;1154902;901956;1127445.34461;951008;1188760
Monteux;87765818;84170;c;107288;107288;126879;126879;86965;86965.590485;45716;45716
Montferrand - Thoraise;87718106;25320;c;2320;2320;2582;2582;2479;2479.6;2296;2296
Montfort-le-Gesnois;87396291;72450;c;42605;42605;45537;45537;48805;48805.086238;50736;50736
Montlaur;87618207;31450;c;2600;2600;3700;3700;3845;3845.538782;3554;3554
Montrabé;87611848;31850;c;36713;36713;47958;47958;44147;44147.29871;47262;47262
Montsoult - Maffliers;87276493;95560;b;1571578;1571578;1604400;1604400;1560015;1560015.57455;1535207;1535207
Montsûrs;87478537;53150;c;40391;40391;45273;45273;43528;43528.636058;39516;39516
Morbier;87715433;39400;c;2979;2979;3589;3589;3392;3392.877782;2632;2632
Morcenx;87673103;40110;b;147913;184891;156948;196185;142505;178132.44777;146503;183129
Moret - Veneux-les-Sablons;87682278;77250;b;1041975;1041975;1096958;1096958;1115474;1115474.82889;1148231;1148231
Moreuil;87313320;80110;b;143660;179575;137375;171719;141593;176991.985322;146451;183064
Morteau;87718619;25500;b;138713;173391;149474;186843;125850;157312.90889;157668;197085
Moulins sur Allier;87696328;3000;b;677474;846843;746273;932842;708622;885777.932058;755149;943936
Moulis - Listrac;87581231;33480;c;21411;21411;17867;17867;14069;14069.737132;17014;17014
Mourmelon-le-Petit;87174409;51400;c;72417;72417;79372;79372;72917;72917.91603;76858;76858
Mouroux;87116285;77120;c;155343;155343;146644;146644;134820;134820.537828;123599;123599
Moustéru;87473512;22200;c;867;867;552;552;748;748.411768;244;244
Namps - Quevauvillers;87313379;80710;c;598;598;794;794;1198;1198.930664;1084;1084
Nançois - Tronville;87175067;55500;c;858;858;892;892;855;855.0;1434;1434
Nanteuil-le-Haudouin;87271577;60440;b;410324;512905;409721;512151;373980;467476.006421;391693;489617
Narbonne;87781104;11100;a;1225596;1531995;1498171;1872714;1508061;1885076.57787;1439839;1799799
Nemours - Saint-Pierre;87684126;77140;b;1173364;1173364;1216071;1216071;1218581;1218581.97884;1237961;1237961
Neufchâteau;87141291;88300;c;87866;87866;93348;93348;80656;80656.811406;80707;80707
Neuilly Porte Maillot;87381020;75017;b;5000979;5000979;5342068;5342068;5680609;5680609.35014;5908194;5908194
Neuvy-Pailloux;87597070;36100;c;7259;7259;6579;6579;6793;6793.131522;7550;7550
Nevers le Banlay;87559070;58000;c;47715;47715;52362;52362;47888;47888.042906;44787;44787
Nice Riquier;87756353;6300;b;2116248;2645310;2225085;2781357;1795171;2243964.77161;1808679;2260849
Nieppe;87287151;59850;c;84376;84376;87413;87413;85623;85623.852866;80779;80779
Nointel - Mours;87276758;95590;b;421212;421212;408289;408289;395194;395194.874149;392585;392585
Noisy-le-Roi;87393876;78590;b;649725;649725;399883;399883;251371;251371.66;260030;260030
Nouvion-sur-Meuse;87172213;8160;c;45054;45054;55084;55084;61589;61589.18363;60999;60999
Noyal - Acigné;87471540;35530;b;167904;209880;144860;181075;138660;173325.141495;143357;179197
Noyen;87396374;72430;c;73388;73388;77124;77124;77008;77008.237788;75983;75983
Nozières - Brignon;87775353;30190;c;12094;12094;10497;10497;8892;8892.799342;7330;7330
Nuits sous Ravières;87713156;89390;c;27520;27520;30273;30273;29463;29463.960126;31124;31124
Olonne-sur-Mer;87486431;85340;c;8271;8271;6516;6516;4641;4641.46;3266;3266
Orangis Bois de l'Épine;87681346;91130;b;2203483;2203483;2308037;2308037;2372830;2372830.75929;2425727;2425727
Orgon;87753707;13660;c;9489;9489;9723;9723;9611;9611.38169999;9142;9142
Ormoy-Villers;87271585;60800;c;36850;36850;39181;39181;34131;34131.8060802;31414;31414
Ossun;87671313;65380;c;122;122;607;607;510;510.909678;954;954
Ouges;87712604;21600;c;11913;11913;13018;13018;11390;11390.8;8819;8819
Oulchy - Breny;87116699;2210;c;1376;1376;1052;1052;2251;2251.226406;2813;2813
Paray-le-Monial;87694687;71600;b;116990;146238;123040;153800;121900;152375.254095;137357;171696
Parent - Coudes - Champeix;87734194;63270;c;55894;55894;61344;61344;59023;59023.6631;62453;62453
Paris Bercy Bourgogne - Pays d'Auvergne;87686667;75012;a;3983108;4133983;4003278;4154918;3702383;3842624.84093;3823448;3968276
Paris Saint-Lazare;87384008;75008;a;147262949;184078687;124333578;155416973;108411196;135513995.797;118963188;148703985
Parsac - Gouzon;87597724;23140;c;177;177;233;233;344;344.06;231;231
Pau;87672006;64000;a;725078;906347;830486;1038108;760097;950121.91203;806310;1007888
Pauillac;87581256;33250;c;60960;60960;56590;56590;50884;50884.19398;59029;59029
Peille;87756791;6440;c;9778;9778;11081;11081;10098;10098.3751707;8002;8002
Perrignier;87745620;74550;c;43735;43735;56060;56060;50523;50523.67802;57082;57082
Pers;87645176;15290;c;57;57;163;163;413;413.0;411;411
Persan - Beaumont;87276469;95340;b;3323193;3323193;3187735;3187735;2848419;2848419.40272;2660788;2660788
Petit Jouy Les Loges;87393504;78350;b;184887;184887;187858;187858;187091;187091.141467;184454;184454
Petit Vaux;87393652;91360;b;383421;383421;384398;384398;385845;385845.159039;376678;376678
Pierrelaye;87276097;95480;b;1297909;1297909;1276008;1276008;1258513;1258513.06293;1216080;1216080
Plaisir - Grignon;87393421;78370;b;2913422;2913422;3048117;3048117;3101332;3101332.38049;3138791;3138791
Planès;87784785;66210;c;419;419;469;469;644;644.0;638;638
Plestan;87473090;22640;c;7344;7344;8831;8831;7570;7570.977264;6030;6030
Pleyber-Christ;87474320;29410;c;1591;1591;1793;1793;2502;2502.2033;1978;1978
Plougonver;87473538;22810;c;4315;4315;3960;3960;5069;5069.529386;5149;5149
Pommevic;87618058;82400;c;0;0;248;248;654;654.571182;563;563
Pont Cardinet;87381111;75017;b;7229482;7229482;6196130;6196130;5097623;5097623.63207;4209684;4209684
Pont d'Ardres;87281410;62610;c;4449;4449;4420;4420;3133;3133.183946;2989;2989
Pont de Rungis Aéroport d'Orly;87546192;94150;b;723109;723109;770494;770494;794505;794505.762056;826653;826653
Pont-de-Veyle;87725804;1290;c;38597;38597;43783;43783;42216;42216.538822;47317;47317
Pont-du-Château;87734087;63430;c;44687;44687;49169;49169;49051;49051.727516;50059;50059
Pontoise;87276139;95300;b;8269012;8269012;8343683;8343683;7967685;7967685.29173;7483300;7483300
Port Boulet;87571794;37800;b;111210;139012;112723;140903;116452;145565.06447;120459;150573
Port-Brillet;87478750;53410;c;59807;59807;65049;65049;62147;62147.807804;61758;61758
Port-la-Nouvelle;87781062;11210;c;71159;71159;87075;87075;78634;78634.338068;74666;74666
Poussay;87144204;88500;c;0;0;12;12;307;307.0;252;252
Pouxeux;87144428;88550;c;10635;10635;12728;12728;7487;7487.874278;5278;5278
Prouvy - Thiant;87343418;59121;c;904;904;1160;1160;834;834.1;828;828
Provins;87116160;77160;b;819366;819366;792145;792145;750247;750247.776795;708317;708317
Prunay;87171629;51360;c;2214;2214;5449;5449;10407;10407.375092;15516;15516
Quincieux;87721290;69650;c;63708;63708;61464;61464;53980;53980.2678;50481;50481
Rabastens - Coufouleux;87615328;81800;b;120419;150524;144721;180902;131807;164759.68458;135819;169774
Rai - Aube;87444620;61270;c;0;0;25;25;29;29.0;34;34
Raismes;87343319;59590;c;42094;42094;43713;43713;39930;39930.638196;37624;37624
Rambouillet;87393314;78120;b;2134612;2134612;2209177;2209177;2380140;2380140.24619;2522284;2522284
Rang-du-Fliers - Verton - Berck;87317057;62180;b;239500;299375;258947;323683;244236;305295.628045;256857;321071
Rassuen;87753426;13270;c;2946;2946;4220;4220;3299;3299.63686581;3614;3614
Régny;87721050;42630;c;39049;39049;40143;40143;28205;28205.074822;30071;30071
Rémelfing;87193623;57200;c;5651;5651;8016;8016;9448;9448.415266;9714;9714
Renescure;87281451;59173;c;22340;22340;21080;21080;21329;21329.044058;20960;20960
Revigny;87175018;55800;c;78841;78841;87446;87446;90608;90608.66431;99365;99365
Rieux - Angicourt;87276352;60870;b;128734;160918;144669;180836;147764;184705.572283;152857;191072
Rilly-la-Montagne;87171595;51500;c;64498;64498;75260;75260;69459;69459.768586;69591;69591
Riom - Châtel-Guyon;87734053;63140;b;831471;1039338;904676;1130845;850686;1063358.36348;878075;1097593
Rive-de-Gier;87726331;42800;b;658605;823256;692933;866167;658475;823093.940507;658702;823377
Roanne;87726802;42300;b;852143;1065179;1001053;1251317;950175;1187719.46327;966343;1207929
Rochefort;87485144;17300;b;400533;500667;441775;552219;392386;490483.7457;413934;517418
Romanèche-Thorins;87725739;71570;c;36632;36632;38947;38947;37297;37297.505054;37227;37227
Roquesérière - Buzet;87615351;31380;c;1322;1322;3204;3204;3009;3009.87199;4009;4009
Roscoff;87474635;29680;c;28468;28468;42497;42497;31926;31926.6066;30629;30629
Rosny-sous-Bois;87113704;93110;b;5910127;5910127;5792551;5792551;5579980;5579980.38;5500737;5500737
Roubaix;87286732;59100;b;186867;233584;162587;203234;129704;162130.714815;110953;138692
Rouessé-Vassé;87396259;72140;c;2902;2902;1925;1925;2492;2492.854912;2716;2716
Roumazières-Loubert;87583468;16270;c;3106;3106;6588;6588;7623;7623.44725;8146;8146
Rountzenheim;87212373;67480;c;27752;27752;29914;29914;32155;32155.677916;34186;34186
Rozières-sur-Mouzon;87144311;88320;c;9;9;49;49;76;76.0;27;27
Ruffey;87713826;21200;c;13066;13066;15158;15158;13713;13713.792902;17446;17446
Saillat - Chassenon;87592717;87720;c;2657;2657;1644;1644;1632;1632.348388;1865;1865
Sain-Bel;87721605;69210;b;176680;220851;178141;222676;160643;200804.18108;152307;190384
Sains-du-Nord;87295709;59177;c;53732;53732;57580;57580;59068;59068.288848;67083;67083
Saint-Agnan;87694851;71160;c;933;933;1206;1206;966;966.84;1128;1128
Saint-Amarin;87182600;68550;c;56337;56337;63083;63083;59559;59559.96343;62487;62487
Saint-Amour;87718296;39160;c;43525;43525;45116;45116;39553;39553.55955;40849;40849
Saint-Antoine-de-Breuilh;87584201;24230;c;4979;4979;7437;7437;9590;9590.899942;13132;13132
Saint-Antoine-du-Rocher;87571539;37360;c;17539;17539;17089;17089;19044;19044.809268;21199;21199
Saint-Astier;87595249;24110;b;132628;165785;155975;194969;154801;193501.467767;157923;197403
Saint-Avold;87193318;57500;b;229493;286866;263471;329339;247406;309257.9955;267007;333759
Saint-Avre - La Chambre;87741306;73130;c;67349;67349;77317;77317;70572;70572.99427;73613;73613
Saint-Ay;87574129;45130;c;19727;19727;17741;17741;19614;19614.171784;21231;21231
Saint-Bonnet-de-Rochefort;87641076;3800;c;5543;5543;5468;5468;5422;5422.935206;5012;5012
Saint-Brice-sur-Vienne;87592691;87200;c;303;303;473;473;168;168.0;149;149
Saint-Chamas;87753202;13250;c;64155;64155;61563;61563;55922;55922.734772;57814;57814
Saint-Cyr;87393223;78210;b;4824556;4824556;4959930;4959930;5113027;5113027.51715;5173881;5173881
Saint-Cyr Les Lecques - La Cadière;87755215;83270;b;319207;399008;343919;429899;317891;397364.92746;313556;391946
Saint-Denis-lès-Martel;87594572;46600;c;14091;14091;18682;18682;19801;19801.575024;18147;18147
Sainte-Bazeille;87586479;47180;c;884;884;2055;2055;2498;2498.5;3612;3612
Sainte-Geneviève-des-Bois;87545210;91700;b;4044796;4044796;4118094;4118094;4047434;4047434.98323;4019659;4019659
Sainte-Pazanne;87481226;44680;b;176137;220171;170164;212705;167473;209342.02565;229007;286259
Saint-Étienne Châteaucreux;87726000;42000;a;3387131;4233914;3611638;4514547;3362571;4203213.85654;3194896;3993621
Saint-Florent-sur-Cher;87576272;18400;c;13623;13623;15890;15890;16555;16555.210474;17712;17712
Saint-Fons;87728501;69190;c;54319;54319;58406;58406;56504;56504.127586;59334;59334
Saint-Georges-d'Aurac;87734301;43230;c;4070;4070;6540;6540;6637;6637.3;7872;7872
Saint-Germain-sur-Ille;87478016;35250;c;45270;45270;40523;40523;41635;41635.257528;41942;41942
Saint-Hilaire;87297531;59292;c;465;465;205;205;50;50.0;355;355
Saint-Hilaire-de-Chaléons;87481234;44680;c;20289;20289;19155;19155;13337;13337.085528;8326;8326
Saint-Hilaire-de-Riez;87486563;85270;c;36487;36487;34439;34439;28000;28000.119992;18369;18369
Saint-Jean-de-Losne;87713651;21170;c;49342;49342;50434;50434;45894;45894.882492;47875;47875
Saint-Jean-de-Luz - Ciboure;87677120;64500;b;314755;393444;340250;425313;302297;377871.89206;313339;391674
Saint-Joseph le Castellas;87759316;13015;c;4822;4822;10794;10794;10221;10221.1235606;9584;9584
Saint-Léonard;87144477;88650;c;10002;10002;12313;12313;11314;11314.862814;11573;11573
Saint-Loubès;87584730;33450;c;74088;74088;64620;64620;52897;52897.751238;54107;54107
Saint-Maixent-L'École;87485490;79400;b;172022;215028;201845;252306;197027;246284.056677;201952;252440
Saint-Ouen;87271247;93400;b;3836978;3836978;3935467;3935467;3997843;3997843.82723;3978403;3978403
Saint-Pierre-des-Corps;87571240;37700;a;3457033;4321292;3697167;4621459;3553503;4441879.91813;3557596;4446995
Saint-Pierre-du-Vauvray;87415646;27430;c;2637;2637;2160;2160;1598;1598.88;1845;1845
Saint-Pierre-la-Cour;87478768;53410;c;63282;63282;61035;61035;53593;53593.801666;48323;48323
Saint-Romain-le-Puy;87726430;42610;c;40735;40735;41196;41196;42367;42367.660046;47757;47757
Saint-Thégonnec;87474312;29410;c;399;399;662;662;1114;1114.8;536;536
